CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
200036690,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,2100 BLOCK W LIBERTY ST,ANN ARBOR,2020-10-20 00:46:30,PUBLIC PEACE,-83.77526569899999,42.27477349900005
200036453,FORCIBLE FONDLING,1172,CSC 3RD DEGREE -PENETRATION PENIS/VAGINA,A,200 BLOCK E HURON ST,ANN ARBOR,2020-10-30 20:00:00,SEX OFFENSES - CSC,-83.74711749999994,42.281119200000035
200034504,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,3500 BLOCK WASHTENAW AVE,ANN ARBOR,2020-10-15 13:37:00,LARCENY - RETAIL FRAUD,-83.68976999999995,42.25743460100006
200035526,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2200 BLOCK PAGE AVE,ANN ARBOR,2020-10-24 04:25:00,DAMAGE TO PROPERTY,-83.72865080099996,42.254829001000076
201000636,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2700 BLOCK PAGE AVE,ANN ARBOR,2020-11-02 00:00:00,LARCENY - FROM AUTO (LFA),-83.72550539999997,42.24924800100007
201000639,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1500 BLOCK PINE VALLEY BLVD,ANN ARBOR,2020-11-01 00:30:00,LARCENY - FROM AUTO (LFA),-83.72506779899999,42.250450099000034
200023922,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2500 BLOCK BRAEBURN CIR,ANN ARBOR,2020-07-26 21:15:00,LARCENY - FROM AUTO (LFA),-83.70610529999999,42.23092740000004
201000638,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2400 BLOCK PACKARD ST,ANN ARBOR,2020-11-02 04:45:00,LARCENY - FROM AUTO (LFA),-83.72115249899997,42.25080010100004
200036568,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,300 BLOCK W HURON ST,ANN ARBOR,2020-11-01 06:15:30,FRAUD,-83.75166069999995,42.28180800000007
201000640,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,"1500 BLOCK PINE VALLEY BOULEVARD, APT. 28",ANN ARBOR,2020-10-29 15:30:00,LARCENY - ALL OTHER,-83.72505380099994,42.25093570000007
200035999,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,S MAIN ST & HILL ST,ANN ARBOR,2020-10-27 14:40:00,DAMAGE TO PROPERTY,-83.74977859999996,42.271641000000045
200036573,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1000 BLOCK S STATE ST,ANN ARBOR,2020-11-01 12:45:00,LARCENY - ALL OTHER,-83.74031239999994,42.269547199000044
200036562,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,400 BLOCK E HURON ST,ANN ARBOR,2020-11-01 01:52:30,LARCENY - ALL OTHER,-83.74323779899998,42.28154040000004
200026490,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,MAIDEN LN & FULLER ST,ANN ARBOR,2020-08-17 08:04:00,ASSAULT - SIMPLE,-83.73251830099997,42.286529700000074
200026490,ANIMAL CRUELTY,5586,ANIMALS -CRUELTY TO,A,MAIDEN LN & FULLER ST,ANN ARBOR,2020-08-17 08:04:00,HEALTH AND SAFETY,-83.73251830099997,42.286529700000074
200036644,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2300 BLOCK PITTSFIELD BLVD,ANN ARBOR,2020-11-03 04:15:00,LARCENY - FROM AUTO (LFA),-83.69224459999998,42.25280070000008
201000628,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2700 BLOCK GLENBRIDGE CT,ANN ARBOR,2020-10-28 01:00:00,LARCENY - FROM AUTO (LFA),-83.72881580099994,42.24685030100005
200025564,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,800 BLOCK VICTORS WAY,ANN ARBOR,2020-08-09 22:09:00,ASSAULT - SIMPLE,-83.73601739999998,42.238248999000064
200028670,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,800 BLOCK MILLER AVE,ANN ARBOR,2020-09-01 13:57:00,DAMAGE TO PROPERTY,-83.75738589999997,42.285341499000026
200031728,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,100 BLOCK E WASHINGTON ST,ANN ARBOR,2020-09-23 01:15:00,DAMAGE TO PROPERTY,-83.74764849999997,42.28072960000003
200021395,FORCIBLE FONDLING,1172,CSC 3RD DEGREE -PENETRATION PENIS/VAGINA,A,2300 BLOCK SANDALWOOD CIR,ANN ARBOR,2020-07-07 14:04:30,SEX OFFENSES - CSC,-83.70971649999996,42.306709400000045
200036706,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,3300 BLOCK LORRAINE ST,ANN ARBOR,2020-11-03 16:35:00,LARCENY - ALL OTHER,-83.69279339899998,42.23618260100005
200022995,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,100 BLOCK N ASHLEY ST,ANN ARBOR,2020-07-09 11:30:00,FRAUD,-83.75025000099998,42.281654400000036
201000641,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,3500 BLOCK PLYMOUTH RD,ANN ARBOR,2020-09-04 10:30:00,FRAUD,-83.69205410099994,42.30484810000007
200015415,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1400 BLOCK NATALIE LN,ANN ARBOR,2020-05-14 01:30:00,DAMAGE TO PROPERTY,-83.68524749899996,42.292862300000024
200026103,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,600 BLOCK HIDDEN VALLEY CLUB DR,ANN ARBOR,2020-08-10 10:19:30,PUBLIC PEACE,-83.74215899899997,42.24641440000005
200023631,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK FULLER RD,ANN ARBOR,2020-07-25 20:22:30,LARCENY - FROM AUTO (LFA),-83.70008939999997,42.27693380000005
200023631,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,3000 BLOCK FULLER RD,ANN ARBOR,2020-07-25 20:22:30,FRAUD,-83.70008939999997,42.27693380000005
200028666,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,600 BLOCK DETROIT ST,ANN ARBOR,2020-09-01 13:30:00,DAMAGE TO PROPERTY,-83.74377729999998,42.28651730000007
200036806,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,300 BLOCK S MAIN ST,ANN ARBOR,2020-11-03 08:00:00,OTHER - ORDINANCE VIOLATIONS,-83.74902909999997,42.27880660000005
200036704,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2600 BLOCK WHITEWOOD ST,ANN ARBOR,2020-11-03 03:00:00,LARCENY - FROM AUTO (LFA),-83.69201719899996,42.248397100000034
200036238,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-10-30 16:13:00,LARCENY - RETAIL FRAUD,-83.74627130099998,42.24279990000008
200028093,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,300 BLOCK S STATE ST,ANN ARBOR,2020-08-28 05:41:00,DAMAGE TO PROPERTY,-83.74114229999998,42.27807000100006
200035040,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,3600 BLOCK PLYMOUTH RD,ANN ARBOR,2020-06-17 11:58:00,MOTOR VEHICLE THEFT / FRAUD,-83.68976999999995,42.30407070000007
200036601,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,600 BLOCK N MAPLE RD,ANN ARBOR,2020-11-02 18:20:00,ASSAULT - AGGRAVATED,-83.78082880099998,42.287189701000045
200035762,FORCIBLE RAPE,1171,CSC IST DEGREE -PENETRATION PENIS/VAGINA,A,3000 BLOCK JACKSON RD,ANN ARBOR,2020-10-25 14:14:00,SEX OFFENSES - CSC,-83.79223139899995,42.28453540000004
200032135,INTIMIDATION,1382,STALKING (MISDEMEANOR),A,2300 BLOCK GREEN RD,ANN ARBOR,2020-09-26 03:41:30,INTIMIDATION / STALKING,-83.69089129999998,42.307697501000064
200025267,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,E KINGSLEY ST & N FOURTH AVE,ANN ARBOR,2020-08-07 21:43:00,DAMAGE TO PROPERTY,-83.74707179899997,42.28485999900005
200036753,ALL OTHER,7380,NUISANCES ORD - NOISE / PROHIBITED HOURS / AREA,B,1900 BLOCK GEDDES AVE,ANN ARBOR,2020-11-04 00:30:00,OTHER - ORDINANCE VIOLATIONS,-83.72410589899994,42.27524000100004
200025174,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,1000 BLOCK W WASHINGTON ST,ANN ARBOR,2020-08-06 14:45:00,DAMAGE TO PROPERTY,-83.76124379999999,42.279836800000055
200036961,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,700 BLOCK TAPPAN AVE,ANN ARBOR,2020-11-05 17:58:00,FRAUD,-83.73854879899994,42.27265410000007
200036903,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,700 BLOCK N MAIN ST,ANN ARBOR,2020-11-04 23:47:30,DAMAGE TO PROPERTY,-83.74820799899999,42.288122000000044
200036883,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3300 BLOCK MCCOMB ST,ANN ARBOR,2020-10-05 12:00:00,ASSAULT - SIMPLE,-83.70449069899996,42.240533500000026
200031999,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2000 BLOCK GREEN RD,ANN ARBOR,2020-09-20 22:51:30,LARCENY - ALL OTHER,-83.69147529999998,42.30377500000003
200036924,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3100 BLOCK OAKWOOD ST,ANN ARBOR,2020-10-16 12:00:00,FRAUD,-83.69788860099999,42.24988060100003
200036710,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3200 BLOCK S STATE ST,ANN ARBOR,2020-11-03 16:41:00,ASSAULT - SIMPLE,-83.73780179899995,42.240841499000055
200036140,ALL OTHER,2298,BURGLARY - ENTERING WITHOUT PERMISSION,B,2700 BLOCK S STATE ST,ANN ARBOR,2020-10-22 15:00:00,BURGLARY - ALL OTHER,-83.73898709899998,42.24649420000003
200021982,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,200 BLOCK DEPOT ST,ANN ARBOR,2020-07-11 19:00:00,DAMAGE TO PROPERTY,-83.74551999999994,42.288760000000025
200032002,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2700 BLOCK PLYMOUTH RD,ANN ARBOR,2020-09-20 22:51:30,LARCENY - ALL OTHER,-83.70521729999996,42.30338660000007
200033671,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,E WASHINGTON ST & S FOURTH AVE,ANN ARBOR,2020-10-08 20:15:00,ASSAULT - SIMPLE,-83.74730559899996,42.28044930000004
201000643,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1500 BLOCK SHADFORD,ANN ARBOR,2020-11-05 12:32:30,FRAUD,-83.72815280099996,42.26197700000006
200037002,ALL OTHER,7380,NUISANCES ORD - NOISE / PROHIBITED HOURS / AREA,B,600 BLOCK OXFORD RD,ANN ARBOR,2020-11-06 01:18:00,OTHER - ORDINANCE VIOLATIONS,-83.72673399999996,42.273847499000055
200016387,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,900 BLOCK W EISENHOWER PKWY,ANN ARBOR,2020-05-19 11:17:00,BURGLARY - ALL OTHER,-83.75800810099997,42.248429601000055
200037010,RUNAWAY,7070,RUNAWAY,B,500 BLOCK W SUMMIT ST,ANN ARBOR,2020-11-06 03:14:00,MISSING PERSON / RUNAWAY,-83.75346539999998,42.28879050000006
201000633,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1500 BLOCK PINE VALLEY BLVD,ANN ARBOR,2020-11-02 03:00:00,LARCENY - FROM AUTO (LFA),-83.72493610099997,42.251728600000035
200036626,RUNAWAY,7070,RUNAWAY,B,3700 BLOCK TREMONT LN,ANN ARBOR,2020-11-02 22:00:00,MISSING PERSON / RUNAWAY,-83.68667590099994,42.28731780000004
200036794,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1500 BLOCK ARGYLE CRES,ANN ARBOR,2020-11-03 19:58:00,ASSAULT - SIMPLE,-83.77279559999994,42.29536400000006
200037016,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3200 BLOCK BOLGOS CIR,ANN ARBOR,2020-11-06 01:15:00,LARCENY - FROM AUTO (LFA),-83.69063409999995,42.31221589900008
201000645,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3200 BLOCK BOLGOS CIR,ANN ARBOR,2020-11-06 03:30:00,LARCENY - FROM AUTO (LFA),-83.68862040099998,42.31163850100006
200036840,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2677,"DEFRAUDING HOTELS, RESTAURANTS, INNKEEPER, ETC",A,300 BLOCK S MAIN,ANN ARBOR,2020-11-04 16:50:00,FRAUD,-83.74823769999995,42.27914750100007
200036772,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1500 BLOCK ARGYLE CRES,ANN ARBOR,2020-11-04 09:52:00,DAMAGE TO PROPERTY,-83.77279559999994,42.29536400000006
201000644,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,400 BLOCK S 1ST ST,ANN ARBOR,2020-11-06 07:15:00,LARCENY - FROM AUTO (LFA),-83.75083090099997,42.27662310000005
200035349,FORCIBLE FONDLING,1178,CSC 4TH DEGREE -FORCIBLE CONTACT,A,100 BLOCK EDENWOOD DR,ANN ARBOR,2020-10-22 17:30:00,SEX OFFENSES - CSC,-83.74718919999998,42.251416799000026
200036546,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,3300 BLOCK BURBANK DR,ANN ARBOR,2020-11-02 03:25:00,MOTOR VEHICLE THEFT / FRAUD,-83.69142150099998,42.31323250000003
200024359,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-07-31 15:52:00,LARCENY - RETAIL FRAUD,-83.74734699999999,42.23883999900005
200037063,EXTORTION/BLACKMAIL,2199,EXTORTION (OTHER),A,1000 BLOCK BARTON APT 116 DR,ANN ARBOR,2020-11-03 12:00:00,EXTORTION - BLACKMAIL,-83.72907079999999,42.298237699000026
200031710,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,700 BLOCK S MAIN ST,ANN ARBOR,2020-09-22 23:09:00,DAMAGE TO PROPERTY,-83.74983509999998,42.272502701000064
201000630,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2400 BLOCK PACKARD ST,ANN ARBOR,2020-11-02 05:30:00,LARCENY - FROM AUTO (LFA),-83.72131219999994,42.250559201000044
200037204,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,700 BLOCK N FIFTH AVE,ANN ARBOR,2020-11-07 05:14:00,LARCENY - FROM AUTO (LFA),-83.74510509899994,42.286896600000034
200036305,ALL OTHER,4877,FLEEING OR ELUDING POLICE (PENAL CODE),B,PACKARD ST & JEWETT AVE,ANN ARBOR,2020-10-31 03:40:00,OBSTRUCTING POLICE,-83.72561329999996,42.25475840000007
200037150,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2300 BLOCK PARKWOOD AVE,ANN ARBOR,2020-11-07 04:00:00,DAMAGE TO PROPERTY,-83.69405709899996,42.253940999000065
200037103,ALL OTHER,7380,NUISANCES ORD - NOISE / PROHIBITED HOURS / AREA,B,600 BLOCK OXFORD RD,ANN ARBOR,2020-11-07 00:26:00,OTHER - ORDINANCE VIOLATIONS,-83.72673399999996,42.273847499000055
200020020,DRUG/NARCOTIC VIOLATIONS,3512,HEROIN -POSSESS,A,3700 BLOCK GREEN BRIER BLVD,ANN ARBOR,2020-06-25 20:50:00,DRUG OFFENSES,-83.68831339999997,42.29804840000003
200037258,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,800 BLOCK VICTORS WAY,ANN ARBOR,2020-11-08 00:20:00,ASSAULT - SIMPLE,-83.73601739999998,42.238248999000064
200037322,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2900 BLOCK PHILADELPHIA DR,ANN ARBOR,2020-11-08 16:38:00,FRAUD,-83.78782839999997,42.274797600000056
200034135,PEEPING TOM,3611,PEEPING TOM,B,1900 BLOCK PONTIAC TRAIL,ANN ARBOR,2020-10-12 13:48:00,SEX OFFENSES - OTHER,-83.73487609999995,42.30207850100004
200032552,ROBBERY,1211,ROBBERY - BANKING TYPE INSTITUTION,A,300 BLOCK S MAIN ST,ANN ARBOR,2020-09-29 12:49:00,ROBBERY,-83.74900739899994,42.278301999000064
201000646,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1700 BLOCK COVINGTON DR,ANN ARBOR,2020-09-01 23:59:30,FRAUD,-83.84080639899997,42.29389690000005
200032617,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,2700 BLOCK AURORA ST,ANN ARBOR,2020-09-30 00:04:00,INTIMIDATION / STALKING,-83.70702340099996,42.30576670000005
200018282,BURGLARY/BREAKING & ENTERING,2203,B&E - BURGLARY - FORCED ENTRY - NON-RESIDENCE,A,2700 BLOCK JACKSON AVE,ANN ARBOR,2020-06-11 01:48:00,BURGLARY - ALL OTHER,-83.78517889999995,42.282201300000054
200036561,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,3077,"RETAIL FRAUD, MISREPRESENTATION 3RD DEGREE",A,300 BLOCK S STATE ST,ANN ARBOR,2020-11-02 11:25:00,LARCENY - RETAIL FRAUD,-83.74043689999996,42.27879860100006
200037359,STOLEN PROPERTY,2803,STOLEN PROPERTY - RECEIVING,A,WB I94 & ANN ARBOR SALINE RD,ANN ARBOR,2020-11-08 23:55:00,STOLEN PROPERTY,-83.76335199999994,42.24559510000006
200037361,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK S DIVISION ST,ANN ARBOR,2020-11-09 00:11:00,LARCENY - ALL OTHER,-83.74454290099999,42.27550910000008
200037415,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,2900 BLOCK PACKARD RD,ANN ARBOR,2020-11-09 13:43:00,TRESPASSING / INVASION OF PRIVACY,-83.70071999999999,42.244530301000054
200022156,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,1000 BLOCK ARBORDALE ST,ANN ARBOR,2020-07-14 00:56:00,ASSAULT - AGGRAVATED,-83.76721539999994,42.26849750000008
200022542,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,3300 BLOCK YELLOWSTONE DR,ANN ARBOR,2020-07-17 11:45:00,INTIMIDATION / STALKING,-83.69619330099994,42.31294430000003
200022662,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,1500 BLOCK WASHTENAW AVE,ANN ARBOR,2020-07-18 00:04:00,PUBLIC PEACE,-83.72953549899995,42.27290750000003
200037333,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1500 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-11-08 17:51:00,ASSAULT - SIMPLE,-83.75286379999994,42.23893779900004
200025574,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2000 BLOCK W STADIUM BLVD,ANN ARBOR,2020-08-09 23:41:00,ASSAULT - SIMPLE,-83.77356289999994,42.27072470000007
200025574,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,2000 BLOCK W STADIUM BLVD,ANN ARBOR,2020-08-09 23:41:00,DAMAGE TO PROPERTY,-83.77356289999994,42.27072470000007
200025574,ALL OTHER,4801,RESISTING OFFICER,B,2000 BLOCK W STADIUM BLVD,ANN ARBOR,2020-08-09 23:41:00,OBSTRUCTING POLICE,-83.77356289999994,42.27072470000007
200025574,ALL OTHER,5012,PROBATION VIOLATION,B,2000 BLOCK W STADIUM BLVD,ANN ARBOR,2020-08-09 23:41:00,OBSTRUCTING JUSTICE,-83.77356289999994,42.27072470000007
201000653,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1000 BLOCK CEDAR BEND DR,ANN ARBOR,2020-10-30 17:00:00,LARCENY - ALL OTHER,-83.72364650099996,42.28796280000006
200027467,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,3500 BLOCK PHEASANT RUN CIR,ANN ARBOR,2020-08-24 13:04:00,ASSAULT - AGGRAVATED,-83.72220899999996,42.23488000000003
200022550,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,WASHTENAW AVE & HILL ST,ANN ARBOR,2020-07-17 13:47:00,ASSAULT - SIMPLE,-83.72804289999993,42.27242079900003
200036520,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,800 BLOCK VICTORS WAY,ANN ARBOR,2020-11-01 16:15:00,BURGLARY - RESIDENTIAL,-83.73601739999998,42.238248999000064
201000663,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1800 BLOCK HILL ST,ANN ARBOR,2020-11-09 06:00:00,LARCENY - ALL OTHER,-83.72575859999995,42.27358310000005
201000652,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1800 BLOCK WASHTENAW AVE,ANN ARBOR,2020-11-06 05:30:00,LARCENY - ALL OTHER,-83.72431350099998,42.27068660000003
201000655,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,200 BLOCK S 1ST ST,ANN ARBOR,2020-11-08 04:45:00,LARCENY - FROM AUTO (LFA),-83.75070639999996,42.28026020100003
200037503,INTIMIDATION,5215,INTIMIDATION - THREAT TO BOMB,A,700 BLOCK E EISENHOWER PKWY,ANN ARBOR,2020-11-10 09:26:00,INTIMIDATION / STALKING,-83.73726869999996,42.24465570000007
200026933,SHOPLIFTING,3073,RETAIL FRAUD THEFT 1ST DEGREE,A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2020-08-20 13:39:00,LARCENY - RETAIL FRAUD,-83.74734699999999,42.23883999900005
200037454,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,DEXTER AVE  &  JACKSON AVE,ANN ARBOR,2020-10-26 18:40:00,ASSAULT - SIMPLE,-83.76576769999997,42.281969900000036
200035488,ROBBERY,1206,ROBBERY - STREET - STRONG ARM,A,300 BLOCK DEPOT ST,ANN ARBOR,2020-10-23 17:00:00,ROBBERY,-83.74043689999996,42.27879860100006
200037528,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,900 BLOCK GREENWOOD AVE,ANN ARBOR,2020-10-23 12:00:00,FRAUD,-83.73803039999996,42.269423000000074
200037464,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,3500 BLOCK PLYMOUTH RD,ANN ARBOR,2020-11-09 18:14:00,DAMAGE TO PROPERTY,-83.69069620099998,42.30634710100003
200037472,ALL OTHER,7402,PROWLER,B,300 BLOCK PACKARD ST,ANN ARBOR,2020-11-09 23:50:00,OTHER - MICR OFFENSES,-83.74608019999994,42.27519410000008
200037414,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK WHISPERWOOD DRIVE,ANN ARBOR,2020-11-09 03:51:30,LARCENY - FROM AUTO (LFA),-83.70200899999998,42.31845000000004
200031182,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK S STATE ST,ANN ARBOR,2020-09-18 14:45:30,LARCENY - RETAIL FRAUD,-83.74043689999996,42.27879860100006
200037486,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1400 BLOCK ROSEWOOD ST,ANN ARBOR,2020-11-09 22:30:00,LARCENY - ALL OTHER,-83.72811129899998,42.25541350000003
200037544,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2700 BLOCK WINDWOOD DR,ANN ARBOR,2020-11-10 15:53:00,LARCENY - FROM AUTO (LFA),-83.70466899999997,42.318918901000075
200036948,FORCIBLE FONDLING,1177,CSC 2ND DEGREE -FORCIBLE CONTACT,A,900 BLOCK GREENWOOD AVE,ANN ARBOR,2020-11-05 01:00:00,SEX OFFENSES - CSC,-83.73677449999997,42.26963210000008
200036948,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,900 BLOCK GREENWOOD AVE,ANN ARBOR,2020-11-05 01:00:00,BURGLARY - RESIDENTIAL,-83.73677449999997,42.26963210000008
